"species","PC1_body","PC2_body","PC3_body"
"Aceros_waldeni",2.03853504944925,0.494452296892308,-1.04683392374899
"Achaetops_pycnopygius",-0.644762796503135,1.6425939507163,-0.991100378912681
"Acridotheres_albocinctus",0.437613033720637,0.294309266934822,0.613310595305948
"Acridotheres_cinereus",0.401991909931438,0.312061450845493,0.615809394145713
"Acridotheres_cristatellus",0.500587941152631,0.309670341556703,0.688613372896091
"Acridotheres_fuscus",0.380608476746957,0.27651116028106,0.782037880741928
"Acridotheres_ginginianus",0.338685484071934,0.257471669687032,0.564203187964173
"Acridotheres_grandis",0.397906188567309,0.289843756494099,0.731322321042181
"Acridotheres_tristis",0.559290588507673,0.316192530813977,0.622016167797928
"Acrobatornis_fonsecai",-0.702713273117723,0.0611754856900767,-0.184928662201987
"Acrocephalus_aedon",-0.169414736262171,0.48579116138138,-0.268034071950988
"Acrocephalus_aequinoctialis",-0.390770651734099,0.479346125880505,0.0987939841026552
"Acrocephalus_agricola",-0.792732972680192,0.597523894646786,-0.00270245629220177
"Acrocephalus_arundinaceus",0.0172247161400894,0.152118651158216,0.135277071198458
"Acrocephalus_atyphus",-0.079276162070634,0.592887929133571,-0.105636264256381
"Acrocephalus_australis",-0.350962397628346,0.3625829376979,-0.0284092982977821
"Acrocephalus_baeticatus",-0.808698948810004,0.441572817632226,0.285062161510149
"Acrocephalus_bistrigiceps",-0.852830658803429,0.396347714342137,0.173662120004868
"Acrocephalus_brevipennis",-0.51968521153401,0.86019840864925,0.126178691684774
"Acrocephalus_caffer",0.0200023178583931,0.703485539205894,-0.059535411986008
"Acrocephalus_concinens",-0.770423828254657,0.697950274134255,-0.00394339346425368
"Acrocephalus_dumetorum",-0.655602103770023,0.42256137881411,0.303284579084632
"Acrocephalus_familiaris",-0.747598433087593,0.700562244069384,-0.060604077339022
"Acrocephalus_gracilirostris",-0.680458996034143,0.96054575851603,-0.073608370078989
"Acrocephalus_griseldis",-0.212289534876322,0.00798486844410385,0.284780044890783
"Acrocephalus_kerearako",-0.26811539435246,0.779639866539026,-0.273268267535598
"Acrocephalus_luscinius",-0.089385789110952,0.76839942137569,-0.0402054901360076
"Acrocephalus_melanopogon",-0.876656120830131,0.318730343150128,0.235848884901633
"Acrocephalus_mendanae",0.128812310953017,0.573089316937822,-0.236027226093123
"Acrocephalus_newtoni",-0.435501503251789,0.984431737738502,-0.492465528953563
"Acrocephalus_orinus",-0.702529902032977,0.493254340243733,0.10427888724613
"Acrocephalus_paludicola",-0.68948539521397,-0.118784613723556,0.52764735442514
"Acrocephalus_palustris",-0.47391704799997,-0.0115652749784893,0.277779462339946
"Acrocephalus_rehsei",-0.428207173355276,1.01288269338275,0.0386542888513759
"Acrocephalus_rimatarae",-0.0797749928272047,0.832706331064373,-0.326442738904664
"Acrocephalus_rodericanus",-0.538213269969792,0.821335793786011,-0.607706470008337
"Acrocephalus_rufescens",-0.376322973816615,0.945794185419846,-0.0420417546662215
"Acrocephalus_schoenobaenus",-0.597231996292422,-0.0495283918815955,0.584630883823557
"Acrocephalus_scirpaceus",-0.546654476156045,0.0741475192990579,0.461382145056772
"Acrocephalus_sechellensis",-0.65345889598508,1.00602340128241,-0.0960353185618352
"Acrocephalus_sorghophilus",-0.544434928728747,0.262694333223846,0.280013583440682
"Acrocephalus_stentoreus",-0.143095379976878,0.457146214359786,-0.019155447229084
"Acrocephalus_syrinx",-0.322799604936797,0.744289355864253,-0.153720295770085
"Acrocephalus_taiti",-0.144422481158541,0.820639746899915,-0.118052299986036
"Acrocephalus_tangorum",-0.811154477555631,0.606082364995674,0.108858528096999
"Acrocephalus_vaughani",-0.26096483833977,0.760405022767495,-0.0151187530670953
"Acropternis_orthonyx",-0.167344832046215,2.01667380384805,-0.470536172854281
"Acryllium_vulturinum",2.17499008707157,1.31265467488817,-0.504341477334021
"Actenoides_bougainvillei",0.194233998689231,-0.227001624127247,-0.815823754235009
"Actenoides_concretus",-0.286142791993085,-0.795301403889943,-0.0781043384618943
"Actenoides_hombroni",0.128649154155922,-0.496453273723186,-1.02517895020773
"Actenoides_lindsayi",-0.07430250885218,-0.269206796851754,-0.668543211172863
"Actenoides_monachus",0.433209779803467,-0.158796259703276,-1.0014951927978
"Actenoides_princeps",0.0889257232395066,-0.326737818622297,-0.727637737362178
"Actinodura_egertoni",-0.0636605934053742,1.30810409805596,-1.24782025102699
"Actinodura_morrisoniana",-0.218098300358205,0.929714461794956,-0.374156585665214
"Actinodura_nipalensis",-0.0583352441728469,0.82675560351588,-0.115336677654004
"Actinodura_ramsayi",-0.0556413152978777,1.60846974592319,-1.6661984227901
"Actinodura_sodangorum",0.124947977698655,1.13695360307999,-1.23372774264843
"Actinodura_souliei",0.0166333588387711,1.10032269730854,-0.272219635305032
"Actinodura_waldeni",-0.0486052369599694,1.09128552416833,-0.217693499284083
"Actitis_hypoleucos",0.0931829558992671,-0.93748810712642,0.88618042732658
"Actitis_macularius",0.0152201402599643,-0.779518711127653,1.14379669730971
"Actophilornis_africanus",0.646723425102114,0.44665410341789,3.12010667528488
"Actophilornis_albinucha",0.666903625865631,0.353260230307835,3.29333972827217
"Adelomyia_melanogenys",-1.30632399825526,-2.3132001728061,-0.341240150788534
"Aechmophorus_clarkii",0.821677264616553,-0.0270312570197834,4.48542020724002
"Aechmophorus_occidentalis",0.674385286681037,-0.108885440826697,4.67948410729807
"Aegithalos_caudatus",-0.590630894721363,0.0880016511507811,-1.24797492275039
"Aegithalos_concinnus",-1.13213172762396,0.283475064822557,-0.170953426135402
"Aegithalos_fuliginosus",-0.90169785206414,0.181823478375508,-0.544730189123409
"Aegithalos_iouschistos",-0.959739303078582,0.368967546544068,-0.331676703900912
"Aegithalos_leucogenys",-1.01357256251201,0.339598321691594,-0.283518552977727
"Aegithalos_niveogularis",-0.842681671925828,0.478785776421691,-0.339048403605863
"Aegithina_lafresnayei",-0.807376816367867,0.949033078626554,-0.237343590791251
"Aegithina_nigrolutea",-0.919790092847577,0.486928204563061,0.114140113320184
"Aegithina_tiphia",-0.967513085371532,0.857197321189113,0.0990710267989532
"Aegithina_viridissima",-1.0245326930607,0.56311733636614,0.206480786005178
"Aegolius_acadicus",0.330207269623911,-0.568623782912494,0.1632944803375
"Aegolius_funereus",0.67397092532276,-0.771200559647718,-0.352149814873853
"Aegolius_harrisii",0.435555107287472,-0.393989404136511,0.644740422654574
"Aegolius_ridgwayi",0.2155915864371,-0.512764544223832,0.472736260028265
"Aegotheles_albertisi",0.142188548592999,-0.638843116050302,-0.59296688413117
"Aegotheles_archboldi",0.221846588420824,-0.695017832619262,-0.806436919681953
"Aegotheles_bennettii",0.417174328070231,-0.613448541198855,-1.12491711468659
"Aegotheles_crinifrons",0.819869689359224,-0.381179482885302,-1.2104341015278
"Aegotheles_cristatus",0.609040277813633,-0.514818252794671,-0.898549811875134
"Aegotheles_insignis",0.754915109478568,-0.716380646438251,-1.27104456220383
"Aegotheles_savesi",0.875260784023023,0.253406770071546,-1.01016730242301
"Aegotheles_tatei",0.470113086043714,-0.889592639450106,-1.69892883563251
"Aegotheles_wallacii",0.25992388908248,-0.644001140716325,-1.00709074250775
"Aegypius_monachus",3.44842653300607,0.239377039458764,0.239556984911184
"Aenigmatolimnas_marginalis",0.0133689601625373,0.0459874980391013,1.86330634465132
"Aepypodius_arfakianus",1.57409141728677,1.09877992236282,1.1198728704928
"Aepypodius_bruijnii",1.61078625089289,1.03285735630328,2.16930183208219
"Aeronautes_andecolus",0.0204390479139928,-2.86326007467317,-0.40770992694661
"Aeronautes_montivagus",-0.333033099022506,-2.82964523450103,0.103546823277309
"Aeronautes_saxatalis",0.128424523030791,-2.56736052580234,-0.153179178669997
"Aethia_cristatella",0.151020559597676,-1.05906743339998,2.41245877120813
"Aethia_psittacula",0.219931178632873,-0.95138908835273,2.46529667113391
"Aethia_pusilla",-0.547184436912713,-1.17579561637991,2.3950172529586
"Aethia_pygmaea",-0.241398658435605,-1.09478177599709,2.42996536196026
"Aethopyga_bella",-1.68247781651645,0.0553673203618904,0.755822219303214
"Aethopyga_boltoni",-1.20887115723874,0.242323219108382,0.170297931557896
"Aethopyga_christinae",-1.25584710705975,-0.0344835237228143,0.122595698474512
"Aethopyga_duyvenbodei",-1.16135162194661,0.0874382212865834,0.683552925567472
"Aethopyga_eximia",-1.08138879824636,0.438777822841629,-0.26862637494982
"Aethopyga_flagrans",-1.49975278970985,0.37049842557954,0.702160784902551
"Aethopyga_gouldiae",-0.9273753220313,-0.0670139379186389,-0.708105219438272
"Aethopyga_ignicauda",-0.806924444914227,0.430782794865268,-1.30449877978193
"Aethopyga_linaraborae",-1.18787410734675,0.242929033595615,0.233506286980729
"Aethopyga_mystacalis",-1.29350942350763,0.130351610634135,-0.0538421427301089
"Aethopyga_nipalensis",-1.10191681830363,0.0667149150251939,-0.738863711695217
"Aethopyga_primigenia",-1.27210927577284,0.259071008505213,0.656517299479502
"Aethopyga_pulcherrima",-1.51599206140032,0.0857457062384588,1.10099012945185
"Aethopyga_saturata",-1.00584011902784,0.307667620607826,-1.0500510661876
"Aethopyga_shelleyi",-1.3962346794007,0.192813591192233,0.0483124950969132
"Aethopyga_siparaja",-1.25297117914952,-0.0318938549675072,0.0571249481001387
"Afropavo_congensis",1.70413061069725,1.71182969119782,0.612843626840542
"Agamia_agami",1.71706002988937,0.554410690665241,2.3522169215746
"Agapornis_canus",-0.392706025506931,-1.52031753420785,0.321781767299012
"Agapornis_fischeri",-0.443135279393628,-1.34734036169861,0.797316923679195
"Agapornis_lilianae",-0.534366305428702,-1.29911933823733,0.710773819569519
"Agapornis_nigrigenis",-0.511942877580958,-1.56318083005696,0.837714740960555
"Agapornis_personatus",-0.388584458419365,-1.3801446804586,0.806586132319238
"Agapornis_pullarius",-0.585200435672725,-1.59535213142834,0.545986606710539
"Agapornis_roseicollis",-0.36584558411876,-1.51985535338465,0.571919479538323
"Agapornis_swindernianus",-0.65122149658595,-1.79875510745594,0.918696159669872
"Agapornis_taranta",-0.319843568078743,-1.37477927335381,0.366073138454043
"Agelaioides_badius",-0.13545625399014,0.466450824573896,-0.0997378496820259
"Agelaius_assimilis",0.0093060433703333,0.265016185159707,-0.0677087410270465
"Agelaius_humeralis",0.166129293584516,-0.0865168329101959,-0.314120587415523
"Agelaius_phoeniceus",0.297643733798297,0.0888747986391636,-0.114861918535024
"Agelaius_tricolor",0.281820953693599,-0.211216083183641,0.0683513180117726
"Agelaius_xanthomus",-0.00746817979990168,0.0133330628020391,-0.475623982787729
"Agelastes_meleagrides",1.47719046852166,1.04498043673257,0.528978266882609
"Agelastes_niger",1.34396848446419,1.10053400661381,0.51821685794732
"Agelasticus_cyanopus",-0.173406326393648,0.619922982250174,-0.451648905127429
"Agelasticus_thilius",-0.0863351154426249,0.450453026587578,-0.0719583387671271
"Agelasticus_xanthophthalmus",-0.0590074504815947,0.719822589978083,-0.178193571050844
"Aglaeactis_aliciae",-0.647761530962236,-2.30919779369092,-0.285619574141755
"Aglaeactis_castelnaudii",-0.736133112152593,-2.17154127741001,-0.294297304201885
"Aglaeactis_cupripennis",-0.65757287660692,-2.45244499733335,-0.56233950873565
"Aglaeactis_pamela",-0.910178772730139,-2.17077720244506,-0.181486070752874
"Aglaiocercus_berlepschi",-1.00142829554186,-2.52086296610574,-1.54505853555088
"Aglaiocercus_coelestis",-0.678019800843363,-2.15738848834112,-2.71427747654291
"Aglaiocercus_kingi",-1.04481058837363,-2.31559916808477,-0.821718610811011
"Agriornis_albicauda",0.748712803864056,0.412531759391568,-0.0430814118443528
"Agriornis_lividus",0.566777185635349,0.570401990894792,-0.0655198777410445
"Agriornis_micropterus",0.459996873127232,0.349300408140849,-0.100766514944223
"Agriornis_montanus",0.533069540293848,0.179315035485464,-0.00848172556277684
"Agriornis_murinus",0.0346414578285022,0.194536348908255,0.175289680141804
"Ailuroedus_buccoides",0.469759357465284,0.540757504692431,0.348426478868165
"Ailuroedus_crassirostris",0.871346619942938,0.756188325961866,0.247234850906438
"Ailuroedus_melanotis",0.86992636999584,0.651822703686129,0.128113897247288
"Aimophila_aestivalis",-0.79808915562097,0.498007439354429,-0.241981572964505
"Aimophila_botterii",-0.719258610677416,0.939426327933351,-0.466300948362974
"Aimophila_carpalis",-0.79225968561551,0.606622097475371,-0.700949404561936
"Aimophila_cassinii",-0.612880602364135,0.399509285394797,-0.510706881479377
"Aimophila_humeralis",-0.630262284724901,0.899423612589024,-0.882485782092416
"Aimophila_mystacalis",-0.548643031699694,1.01542887331684,-0.93968552871727
"Aimophila_notosticta",-0.626551568574739,1.38785449015011,-0.739788047400523
"Aimophila_quinquestriata",-0.675072920855943,0.714146682936527,-0.38042094648414
"Aimophila_rufescens",-0.481039836634735,1.31099714948488,-0.578256612000377
"Aimophila_ruficauda",-0.391415186455141,0.934237558112027,-0.881760155248769
"Aimophila_ruficeps",-0.785173450531893,0.787697046933709,-0.486382320543464
"Aimophila_stolzmanni",-0.820632024473446,1.06084992098887,-0.231355353064866
"Aimophila_strigiceps",-0.596130733682621,0.67768635867293,-0.728893610177626
"Aimophila_sumichrasti",-0.75694352779424,0.849997308937086,-0.623229625831342
"Aix_galericulata",1.16762031645271,-0.995896740626309,0.850758490470852
"Aix_sponsa",1.19522031030465,-0.997057446169112,0.44226276811058
"Alaemon_alaudipes",0.407632660493708,0.0337915357167159,0.119450450698938
"Alaemon_hamertoni",0.0532948859734711,0.272589000471812,0.363466491880007
"Alauda_arvensis",0.114560874153431,-0.49367971993199,0.430340985561844
"Alauda_gulgula",-0.28612999564126,-0.170628670459902,0.790268175995814
"Alauda_japonica",-0.0632415411114549,-0.200344616731768,0.17980278575517
"Alauda_razae",-0.533940734475543,-0.0317676799348509,0.74297635690696
"Alca_torda",1.11490127581326,-1.12118997186454,0.735786267782629
"Alcedo_argentata",-1.51868878614683,-1.15284893412821,1.14700057525589
"Alcedo_atthis",-1.07400288276565,-1.32271391957757,0.588109127500717
"Alcedo_azurea",-1.02010330093543,-1.18570146045821,0.409567623394989
"Alcedo_coerulescens",-1.44788624812577,-1.25723476570927,0.785719837496327
"Alcedo_cristata",-1.53643075003856,-1.13371394605565,0.543110388042021
"Alcedo_cyanopectus",-1.44350170151426,-1.10017196928401,1.02883549038668
"Alcedo_euryzona",-0.922610029682022,-0.991020515040845,0.613063851798736
"Alcedo_hercules",-0.57884113098796,-1.19274718102184,0.248175473460972
"Alcedo_leucogaster",-1.54495141459182,-0.862322760479291,1.1044521619707
"Alcedo_meninting",-1.31945855837966,-1.3485833322733,0.590961579016816
"Alcedo_pusilla",-1.65421929945647,-1.20371412714478,0.630935220880019
"Alcedo_quadribrachys",-0.899348148917502,-1.08040925167301,0.60793428493152
"Alcedo_semitorquata",-0.873493932811696,-1.17735385113333,0.24221434683386
"Alcedo_vintsioides",-1.45631705116253,-1.1214021376165,0.54061402146667
"Alcedo_websteri",-0.737591181032296,-1.08041770971655,0.450812641545001
"Alcippe_brunnea",-0.927290232446984,1.09402264812171,0.223455461851084
"Alcippe_brunneicauda",-0.567127598515595,0.51500655726246,-0.176405060610804
"Alcippe_castaneceps",-1.0771409094357,0.590277114177953,0.459970491519194
"Alcippe_chrysotis",-1.02560255392239,0.845144572484955,0.160055186721143
"Alcippe_cinerea",-1.0856441471567,0.770531297182788,0.525484915618404
"Alcippe_cinereiceps",-1.00316943295823,1.27253647992123,-0.096319843313255
"Alcippe_danisi",-0.941989899887213,1.25656085350028,-0.316109861055302
"Alcippe_dubia",-0.902853698427826,1.39047351060924,-0.392025692690892
"Alcippe_formosana",-0.884398705607405,0.833640767252557,0.0168327298164064
"Alcippe_grotei",-0.702746574384397,0.890320477696067,-0.582186860641801
"Alcippe_klossi",-0.992204728017025,0.882086650994669,-0.00167689012608545
"Alcippe_ludlowi",-0.837621462649208,1.01920212620002,0.0472405710315779
"Alcippe_manipurensis",-1.02292645942846,1.08152322527362,-0.0700773604470836
"Alcippe_morrisonia",-0.860827071882223,0.612000942869958,-0.0692153965512351
"Alcippe_nipalensis",-0.961869764517885,1.13864677845627,-0.498469938060543
"Alcippe_peracensis",-0.636242175701129,0.964783775896711,-0.434434961984177
"Alcippe_poioicephala",-0.648087495564544,0.89161189573379,-0.47664970252473
"Alcippe_pyrrhoptera",-0.685408827075681,0.94229089463463,-0.407624330159809
"Alcippe_ruficapilla",-0.998740186352915,1.19091059530143,-0.0656261559236739
"Alcippe_rufogularis",-0.978205156867371,1.02137918392989,0.0118721912246985
"Alcippe_striaticollis",-0.779276416846409,0.969813985081776,-0.35111996773242
"Alcippe_variegaticeps",-1.03326772556174,0.679176965689334,0.506820929706133
"Alcippe_vinipectus",-0.900300583100917,0.895085460594228,0.108189730022316
"Aleadryas_rufinucha",-0.205803310745455,0.916704463572892,0.149295102823927
"Alectoris_barbara",0.841330650681024,0.131118209347797,0.569627489723838
"Alectoris_chukar",0.693754430266134,0.0345899265714188,0.925760898162498
"Alectoris_graeca",0.780544864089552,-0.187520792988138,1.03043180365058
"Alectoris_magna",0.878540442477076,0.147663205540305,0.663022090127455
"Alectoris_melanocephala",1.09470266243344,0.412254495614929,0.434704689035405
"Alectoris_philbyi",0.856651613676349,0.217679229456366,0.405903154938712
"Alectoris_rufa",0.736737212958999,0.235868633412587,0.674735537299687
"Alectroenas_madagascariensis",0.559393542555007,-1.00906544190248,0.199357830937727
"Alectroenas_pulcherrima",0.487597697770837,-0.501292484443782,0.249578617123268
"Alectroenas_sganzini",0.625415915066463,-0.646597003763899,-0.0193361980793817
"Alectrurus_risora",0.0879951957946352,0.682362030892177,-2.24823237522617
"Alectrurus_tricolor",-0.637255990673076,0.0527116417560558,0.304455966856556
"Alectura_lathami",1.97648868928641,0.979929206104505,-0.163442955168446
"Alethe_choloensis",-0.0468181570196841,0.533268616953882,0.15238802501539
"Alethe_diademata",-0.17209284223668,0.478260742656107,-0.0648951577095022
"Alethe_fuelleborni",0.163142404624899,0.593528466905284,0.398247271556148
"Alethe_poliocephala",-0.303464042512561,0.492529793540989,0.609025614683664
"Alethe_poliophrys",-0.22927777464348,0.593762744255508,0.096420681923557
"Alipiopsitta_xanthops",0.54646103121161,-1.08998002777128,0.0265880753422255
"Alisterus_amboinensis",1.29807547703877,-0.916446508029846,-2.22272836436473
"Alisterus_chloropterus",1.12474205616102,-0.970775238674966,-2.17444157815454
"Alisterus_scapularis",1.28739966347375,-1.22808870573484,-1.93983354617471
"Alle_alle",-0.154875846026625,-1.45855995004172,2.12631506282947
"Alophoixus_affinis",0.0611739866568105,0.00769505698115875,-1.1522690875922
"Alophoixus_bres",-0.0558279714947647,-0.0957973875993191,-0.606029912306146
"Alophoixus_finschii",-0.440328105083274,-0.236221213708822,-0.592193002654388
"Alophoixus_flaveolus",-0.0754718403127859,0.14604156532322,-0.914843049314849
"Alophoixus_ochraceus",-0.0138686148267161,0.108137376843402,-1.04766946073774
"Alophoixus_pallidus",-0.0217982386882166,0.262348493443361,-1.29427184224913
"Alophoixus_phaeocephalus",-0.238587243918473,0.307615574886019,-0.760378462878238
"Alopochelidon_fucata",-0.441719987613408,-1.96918509448738,0.465404453219536
"Alopochen_aegyptiaca",2.0181023984115,-0.142805294117427,1.51561367941917
"Amadina_erythrocephala",-0.641385188597768,-0.724168778545508,0.165587188093944
"Amadina_fasciata",-0.855305647767669,-0.632397023630405,0.438789869825013
"Amalocichla_incerta",-0.34090925018287,1.44842410933269,0.591444825953394
"Amalocichla_sclateriana",0.0212713986505513,1.82813027229406,0.407381760565347
"Amandava_amandava",-1.40292665422048,0.238932501710867,-0.176333657046774
"Amandava_formosa",-1.45980816517027,0.663775387342562,-0.102895138244309
"Amandava_subflava",-1.54768214814518,-0.000580609787938143,0.107175512325114
"Amaurocichla_bocagei",-1.01740414412658,0.872373306717537,1.31629645162528
"Amaurolimnas_concolor",0.20035646820633,0.0975322691951665,2.07441582625616
"Amaurornis_akool",0.152352793896283,1.02051748728318,1.78275614353608
"Amaurornis_bicolor",0.0240453313115653,0.260315908678952,1.60750162040892
"Amaurornis_flavirostra",-0.166970360535082,0.703440095149636,2.17847774627385
"Amaurornis_isabellina",0.770616848980514,0.754977445260886,2.28482606193769
"Amaurornis_magnirostris",0.598633862631576,0.683562947131844,2.49825527856177
"Amaurornis_moluccana",0.38817227820848,0.588112298611241,2.48161562899801
"Amaurornis_olivacea",0.576262367320833,0.636302967067505,2.5471592136562
"Amaurornis_olivieri",0.0192160753228759,0.569609465694283,1.61737824229986
"Amaurornis_phoenicurus",0.515783988472687,0.488091025525649,2.05941954208383
"Amaurospiza_concolor",-0.854596391301171,0.305031847188248,-0.0857683316272741
"Amaurospiza_moesta",-0.830249383574114,0.567702571318626,-0.390850671517649
"Amazilia_amabilis",-1.54999859824106,-2.90235508137917,-0.330735436041547
"Amazilia_amazilia",-1.11653347862618,-2.33314113931037,-0.264338053758269
"Amazilia_beryllina",-1.36711510686073,-2.48224290216921,-0.118381892940587
"Amazilia_boucardi",-1.35461222396794,-2.58180068838788,-0.353687241381976
"Amazilia_brevirostris",-1.54697107271043,-2.59044884008655,-0.0700759663603147
"Amazilia_candida",-1.43401914431568,-2.49110637620496,0.165834208162635
"Amazilia_castaneiventris",-1.46185173649064,-2.58690557544826,-0.150570931846152
"Amazilia_chionogaster",-1.25464922001083,-2.46675725652021,0.0515478361914484
"Amazilia_cyanifrons",-1.30141579715946,-2.55306506847234,-0.163973030062802
